SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,Yes,No,13,No,No,No,No,Month-to-month,Yes,Electronic check,102.99809784451939,1361.053379122539,1
0,Yes,No,16,No,No,No,No,Month-to-month,Yes,Electronic check,77.55916351137222,1160.12943853479,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,72.84801280284897,72.84801280284897,1
1,No,No,14,No,No,No,No,Month-to-month,Yes,Electronic check,75.3664896015565,1147.2490426221614,1
0,No,No,3,No,No,No,No,Month-to-month,No,Electronic check,77.6488716998854,257.71477310364037,1
0,No,No,3,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.53901957234625,246.84568634873057,1
1,Yes,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,92.66609690879025,659.9093057378092,1
0,Yes,No,71,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.40345319479907,7712.817051526739,1
1,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,94.62372771583377,179.5481393803735,1
1,No,No,5,No,No,No,No,Month-to-month,Yes,Electronic check,69.97878965378331,328.871484467247,1
0,Yes,No,54,No,No,Yes,No,One year,Yes,Electronic check,104.59280311034158,5749.112996433908,1
1,No,No,44,No,No,No,No,Month-to-month,Yes,Electronic check,88.83818903647752,3791.606859360845,1
0,Yes,No,54,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.29066471579694,6108.903547148241,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,91.55561725302294,91.55561725302294,1
0,No,No,18,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.37202318720499,1491.2025202068548,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,45.01793508233201,45.01793508233201,1
0,Yes,Yes,17,No,No,No,No,Month-to-month,Yes,Electronic check,82.29699303591583,1456.0643493100029,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,45.22813469892837,45.22813469892837,1
0,No,No,21,No,No,No,No,Month-to-month,Yes,Electronic check,46.08401889961658,857.1165339108584,1
0,No,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,50.5078500923252,155.1068997673722,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,69.74133827784388,69.74133827784388,1
0,Yes,No,4,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.44582768652681,306.8559379322559,1
0,Yes,No,1,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.1111249814227,88.1111249814227,1
0,No,No,1,No,No,No,No,Month-to-month,No,Mailed check,45.48197535605452,45.48197535605452,1
0,No,No,42,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.27217657748255,3961.3092478063086,1
0,No,No,38,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.65527914029033,3759.0164300822566,1
0,Yes,Yes,1,No,No,No,No,Month-to-month,No,Electronic check,35.498061901873626,35.498061901873626,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,79.79090643373706,79.79090643373706,1
0,No,No,72,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.47063750537015,8124.638194805595,1
0,No,No,1,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.34235304134918,74.34235304134918,1
0,No,No,14,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.217073674738867,288.5466740057884,1
0,No,No,4,No,No,No,No,Month-to-month,Yes,Electronic check,92.75304922129129,425.4694659230179,1
0,No,No,2,No,No,No,No,Month-to-month,No,Electronic check,40.10068890065307,78.14973731017035,1
0,No,No,7,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.11888799197156,678.5565576402827,1
0,Yes,No,39,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.95407264557304,3006.6272497441923,1
0,No,No,20,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.19682880976194,1855.0983635522941,1
0,No,No,45,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),69.87888822345198,3229.4757289322083,1
0,Yes,Yes,30,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.72409137622907,2697.4624101160066,1
1,No,No,8,No,No,No,No,Month-to-month,Yes,Electronic check,91.24223424307046,736.4428223569564,1
1,No,No,44,No,No,No,No,Month-to-month,Yes,Electronic check,85.40417890569616,3882.0686777085107,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,70.10636917211592,70.10636917211592,1
0,Yes,No,60,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.85306671208396,6274.239537808336,1
0,No,No,47,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.86416911860347,4365.810118057707,1
0,No,No,18,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.63121347440993,1047.315606737205,1
1,No,No,19,No,No,No,No,Month-to-month,Yes,Electronic check,95.82402164177877,1778.0899458955532,1
0,No,No,1,No,No,No,No,Month-to-month,No,Mailed check,71.07995351168293,71.07995351168293,1
0,No,No,31,No,No,No,No,Month-to-month,Yes,Electronic check,99.45593594924134,3191.1395385481983,1
0,Yes,No,37,No,No,No,No,Month-to-month,Yes,Electronic check,85.60894296642432,3171.3880491020623,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,79.16725821616025,79.16725821616025,1
0,No,No,9,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85339296067609,688.0766325938994,1
0,No,No,14,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.92439495938325,283.9295252863871,1
0,Yes,No,63,No,Yes,Yes,No,One year,Yes,Electronic check,99.65237084978988,6321.630103444234,1
0,No,No,3,No,No,No,No,Month-to-month,No,Mailed check,53.00887795393572,166.33966244941584,1
0,No,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,35.31645214073661,220.5162575507316,1
0,Yes,No,63,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.28906595025555,6258.853537460903,1
0,No,No,12,No,No,No,No,Month-to-month,Yes,Electronic check,97.97155225451901,1163.3975002197292,1
0,No,No,4,No,No,No,No,Month-to-month,No,Mailed check,45.37653735048844,195.6597989489091,1
1,Yes,No,10,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.45141806481345,927.7720098126072,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,44.34506917507672,44.34506917507672,1
0,Yes,No,66,No,Yes,Yes,No,One year,Yes,Electronic check,93.68974935531728,6136.926528219307,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,45.19494338395466,45.19494338395466,1
0,No,No,10,No,No,No,No,Month-to-month,Yes,Electronic check,56.44331433931302,515.9305323481285,1
0,Yes,No,30,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.66505375602827,3043.086824778039,1
0,No,No,17,No,No,No,No,Month-to-month,Yes,Electronic check,29.67409008278094,482.2282090456658,1
0,Yes,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,74.78754818108108,220.63341234555986,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,69.8458742921566,69.8458742921566,1
1,No,No,26,No,No,No,No,Month-to-month,Yes,Electronic check,85.35894685250639,2260.053665789279,1
1,Yes,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,94.88199296089476,285.80084396650057,1
1,No,No,46,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.53000311326755,4541.864646118754,1
0,No,No,2,No,No,No,No,Month-to-month,No,Electronic check,45.05772135026753,87.0887011397071,1
1,No,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,101.4990266103059,703.3039172721975,1
0,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.612033348706866,19.612033348706866,1
1,Yes,No,4,No,No,No,No,Month-to-month,Yes,Electronic check,74.36745739829655,306.79839224652954,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,69.96845391048855,69.96845391048855,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,45.47906937016417,45.47906937016417,1
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,26.36430201301151,26.36430201301151,1
0,Yes,Yes,30,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.35766487571,2697.9405465444206,1
0,No,No,1,No,No,No,No,Month-to-month,No,Mailed check,24.988136110421753,24.988136110421753,1
0,No,No,25,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.22331326469755,2276.3335250117257,1
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,88.5829369606844,190.78239374664517,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,28.73630922345653,28.73630922345653,1
0,No,No,2,No,No,No,No,Month-to-month,No,Electronic check,30.978340426008756,75.5466325474185,1
0,Yes,No,41,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.21225100563602,4124.555149087498,1
0,Yes,No,30,No,No,No,No,Month-to-month,Yes,Electronic check,83.22930663429574,2559.818600535055,1
0,Yes,Yes,39,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.97983243520133,3269.390032922856,1
0,Yes,Yes,3,No,No,No,No,Month-to-month,Yes,Electronic check,53.429462852193765,168.15,1
0,Yes,No,9,No,No,No,No,Month-to-month,Yes,Electronic check,87.06782720927977,854.3478047951392,1
0,Yes,No,63,No,Yes,No,No,One year,Yes,Electronic check,107.34854519788163,6874.463374067949,1
0,No,No,10,No,No,No,No,Month-to-month,Yes,Electronic check,86.38181013306667,870.9865927781011,1
0,No,No,13,No,No,No,No,Month-to-month,Yes,Electronic check,52.77711138580145,547.7203315809086,1
0,No,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,70.2790814534592,236.01250439024943,1
0,No,No,10,No,No,No,No,Month-to-month,Yes,Electronic check,97.51549702076562,974.5594505508836,1
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,69.69690510078446,69.69690510078446,1
0,No,No,25,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.60784339290417,2361.595959781598,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,69.43794286219902,69.43794286219902,1
0,Yes,No,10,No,No,No,No,Month-to-month,Yes,Electronic check,69.12808648761131,742.8250788343903,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.720988565158525,19.720988565158525,1
0,No,No,26,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.38977423692815,2286.74208798412,1
1,No,No,5,No,No,No,No,Month-to-month,Yes,Electronic check,89.87415883846151,472.1959265605267,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,79.5024285094819,79.5024285094819,1
0,No,No,1,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.30207228241362,74.30207228241362,1
1,No,No,18,No,No,No,No,Month-to-month,Yes,Electronic check,96.71841965471738,1759.5839635397963,1
0,Yes,No,67,No,Yes,No,Yes,One year,Yes,Electronic check,100.19717155976878,6852.031839431215,1
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,95.25888653794799,253.76364075666675,1
0,No,No,5,No,No,No,No,Month-to-month,Yes,Electronic check,76.82366309419805,432.17328696769675,1
1,No,No,16,No,No,No,No,Month-to-month,Yes,Electronic check,81.02830245776333,1282.39838683413,1
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,89.56097661553036,243.89808773045075,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,50.199208502270324,50.199208502270324,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,79.38564028523207,79.38564028523207,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,69.85376443264754,69.85376443264754,1
0,No,No,39,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.0874832810381,3185.9251847191154,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,78.371477569753,78.371477569753,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,75.11842024124407,75.11842024124407,1
0,Yes,No,47,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.17266001738369,4747.410379218144,1
0,Yes,Yes,4,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.02841359343662,386.31458971418334,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,78.03369259101375,78.03369259101375,1
0,Yes,No,68,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.10771003945905,7446.563022433674,1
0,No,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,53.81959226352008,201.1858132019604,1
0,Yes,No,57,No,Yes,Yes,No,One year,Yes,Electronic check,103.5792936415682,5890.419898095157,1
0,No,No,16,No,No,No,No,Month-to-month,Yes,Electronic check,95.2309989353203,1531.220939212137,1
1,No,No,8,No,No,No,No,Month-to-month,Yes,Electronic check,89.21020313621314,767.5700388433039,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,78.5002669997187,78.5002669997187,1
0,No,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,84.82203402650802,299.44833639055355,1
0,Yes,No,61,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.91693803590886,6216.766947964053,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.443055089667002,20.443055089667002,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,44.93032251558484,44.93032251558484,1
0,No,No,37,No,No,No,No,Month-to-month,Yes,Electronic check,58.72040764941419,2181.3354752249174,1
0,Yes,No,61,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.23111586356461,5288.685435970135,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,69.74757937664478,69.74757937664478,1
0,No,No,15,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.994576918552426,288.06129808634915,1
0,No,No,19,No,No,No,No,Month-to-month,Yes,Electronic check,90.30196521717568,1737.5168979565467,1
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,25.2167873307943,25.2167873307943,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,87.35463337269191,87.35463337269191,1
0,No,No,2,No,No,No,No,Month-to-month,No,Credit card (automatic),90.09122809972907,204.957880775897,1
0,Yes,No,48,No,No,No,No,Month-to-month,Yes,Electronic check,98.77575080910249,4819.709128047894,1
0,No,No,27,No,No,No,No,Month-to-month,Yes,Electronic check,85.28514929474204,2391.5966602606186,1
0,Yes,No,4,No,No,No,No,Month-to-month,Yes,Electronic check,75.5921390444708,301.60514317903795,1
0,No,No,1,No,Yes,No,No,Month-to-month,No,Electronic check,47.74371592749395,47.74371592749395,1
0,No,No,25,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.57154945798491,2370.833966485757,1
0,No,No,11,No,No,No,No,Month-to-month,Yes,Electronic check,63.1526510260246,706.7428244947534,1
1,Yes,No,28,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.52412145077915,2625.8562825182753,1
0,Yes,No,50,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.70396681209694,5134.808806021278,1
0,No,No,7,No,No,No,No,Month-to-month,No,Electronic check,88.34253818240427,664.0453987509437,1
0,No,No,12,No,No,No,No,Month-to-month,Yes,Electronic check,91.68658798681085,1137.169432532617,1
0,No,No,31,No,No,No,No,Month-to-month,Yes,Electronic check,88.576633486837,2739.6045277890166,1
0,Yes,Yes,2,No,No,No,No,Month-to-month,No,Electronic check,62.11947037048059,126.07499818955513,1
0,Yes,No,24,No,No,No,No,Month-to-month,Yes,Electronic check,87.3019844920041,2170.9708235912544,1
0,No,No,4,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.95741948303474,355.2870103010438,1
0,No,No,16,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.48368347424672,1431.3233800459952,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,70.00220158469908,70.00220158469908,1
0,No,No,2,No,No,Yes,No,Month-to-month,No,Electronic check,85.98538008285469,183.6563460578797,1
0,No,No,8,No,No,No,No,Month-to-month,No,Electronic check,85.57793309796718,661.0414090081972,1
1,No,No,42,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.20597096268583,4528.6904174349565,1
0,No,No,10,No,No,No,No,Month-to-month,Yes,Electronic check,85.57687330644336,835.0707254574696,1
0,No,No,2,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.18434998384822,196.93925712439795,1
0,No,No,30,No,No,No,No,Month-to-month,Yes,Electronic check,99.60589672565511,3040.682759949844,1
0,No,No,22,No,No,No,No,Month-to-month,Yes,Electronic check,95.38209837656603,2096.836182959109,1
0,No,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,73.79525524646566,545.335283008582,1
0,No,No,2,No,Yes,No,No,Month-to-month,Yes,Mailed check,46.399732363405676,113.1939917004262,1
0,No,No,1,No,No,No,No,Month-to-month,No,Mailed check,44.42951856828313,44.42951856828313,1
1,No,No,5,No,No,No,No,Month-to-month,Yes,Electronic check,83.11089446160436,414.45633569234917,1
0,No,No,15,No,Yes,No,No,Month-to-month,Yes,Electronic check,98.53738548229222,1452.9235515287194,1
0,No,No,1,No,No,No,No,Month-to-month,No,Mailed check,44.78556119581714,44.78556119581714,1
0,Yes,No,50,No,No,No,No,Month-to-month,Yes,Electronic check,94.85117259302157,4813.506792135652,1
0,Yes,No,42,No,No,No,No,Month-to-month,Yes,Electronic check,83.98113243803421,3589.773583343853,1
0,No,No,38,No,No,No,No,Month-to-month,Yes,Electronic check,76.2171349880206,3020.95861969586,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,24.133043175442157,24.133043175442157,1
0,Yes,No,10,No,No,No,No,Month-to-month,Yes,Electronic check,84.07948025029606,855.7196202876297,1
0,Yes,No,11,No,No,No,No,Month-to-month,Yes,Electronic check,45.501837603312566,481.62385803546505,1
1,Yes,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,85.45568949819146,85.45568949819146,1
0,No,No,36,No,No,No,No,Month-to-month,Yes,Electronic check,55.848953568279576,2012.092125999818,1
0,Yes,Yes,5,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.6096422769543,387.5580091934848,1
0,No,No,34,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.95858797076528,3651.2128188403444,1
0,No,No,4,No,No,No,No,Month-to-month,No,Mailed check,45.652477041471236,191.39430876450172,1
0,No,No,9,No,No,No,No,Month-to-month,No,Electronic check,88.19486687896759,843.7910960190096,1
0,No,No,3,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.90923205272571,292.1141140847371,1
0,No,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,88.68637310561171,590.7835641001511,1
0,No,No,3,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.894869232761835,143.6057707609983,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,50.6861835619364,50.6861835619364,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,35.665251180208145,35.665251180208145,1
0,Yes,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,72.67587536577835,72.67587536577835,1
0,Yes,Yes,15,No,No,No,No,Month-to-month,Yes,Electronic check,99.87322593293226,1457.610079371387,1
0,No,No,24,No,No,No,No,Month-to-month,Yes,Electronic check,97.68716178603555,2406.060468279432,1
0,No,No,8,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.228511645497296,177.03341980519036,1
0,No,No,39,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.89042039365518,4012.23459494379,1
0,Yes,Yes,36,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.63170821501271,3259.8766938382946,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,47.81358848015473,47.81358848015473,1
1,Yes,No,15,No,No,No,No,Month-to-month,Yes,Electronic check,86.55787247313248,1384.4553828259957,1
0,No,No,6,No,No,No,No,Month-to-month,Yes,Mailed check,93.84029874464008,548.4073164035119,1
0,No,No,29,No,No,No,No,Month-to-month,Yes,Electronic check,93.41725272631423,2752.855137427198,1
0,No,No,14,No,No,No,No,Month-to-month,Yes,Electronic check,62.22965000619028,941.1146328229255,1
0,No,No,18,No,No,No,No,Month-to-month,Yes,Electronic check,92.06804006951462,1746.565257181837,1
0,No,No,29,No,No,No,No,Month-to-month,Yes,Credit card (automatic),37.27735888902184,1075.9995625867664,1
0,No,No,32,No,No,No,No,Month-to-month,Yes,Electronic check,96.99916971874532,3183.440324957232,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,71.3108629431546,71.3108629431546,1
0,No,No,32,No,No,No,No,Month-to-month,Yes,Electronic check,84.19491594448691,2779.355375527047,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,55.57268671908169,55.57268671908169,1
1,No,No,14,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.35069204379619,1085.1230963867376,1
0,No,No,33,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.49459393220569,3066.892940946137,1
0,No,No,23,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.067238882111596,1242.9828045044355,1
0,Yes,No,34,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.898453867753,3031.60967054335,1
0,Yes,No,49,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.92105360599274,4347.070871344448,1
1,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,76.3512715183784,157.3191458275786,1
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,76.51128417342207,165.8880210685334,1
0,No,No,4,No,No,No,No,Month-to-month,Yes,Electronic check,90.45970242521304,393.85522946462874,1
0,No,No,43,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.82992339469952,3857.6292514338406,1
0,No,No,4,No,No,No,No,Month-to-month,No,Electronic check,67.21640109221252,279.75262498934643,1
0,No,No,17,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.58107050467835,1540.393624157571,1
0,No,No,4,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.15132904349403,305.19408869289657,1
1,No,No,9,No,No,No,No,Month-to-month,Yes,Electronic check,84.79486308873739,753.3036509670031,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.198121445480055,20.198121445480055,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,27.332422401820153,54.63019152355849,1
0,Yes,No,63,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),106.08373851154566,6896.218797127641,1
1,No,No,34,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.94995578792961,2524.449684698129,1
1,Yes,No,18,No,No,No,No,Month-to-month,Yes,Electronic check,76.90281039308682,1372.9331043977666,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,70.88151425351982,70.88151425351982,1
0,Yes,No,17,No,No,No,No,Month-to-month,Yes,Electronic check,99.66224521600468,1742.9800489310005,1
0,No,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,75.1665261865739,541.3061466547605,1
0,Yes,No,34,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.64434244750748,3028.711244474074,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,75.65664102429098,75.65664102429098,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,75.61125461335773,75.61125461335773,1
0,No,No,9,No,No,No,No,Month-to-month,Yes,Electronic check,74.72695833378826,705.8972291805421,1
0,No,No,10,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.96694895399258,815.5226231690249,1
1,Yes,No,9,No,No,No,No,Month-to-month,Yes,Electronic check,75.35071099469286,664.2646712607997,1
1,No,No,12,No,No,No,No,Month-to-month,Yes,Electronic check,82.58186147852254,1127.332618000803,1
0,Yes,No,38,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.67525541518832,3739.812478385469,1
0,No,No,15,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.69793080885651,1055.848965404428,1
1,No,No,23,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.30461943096881,2289.4832464149913,1
0,No,No,10,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.08061392658313,815.1876927773267,1
0,No,No,17,No,No,No,No,Month-to-month,Yes,Electronic check,49.026206715221775,810.4886854014933,1
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,47.97622474348998,102.65733786252048,1
0,No,No,33,No,No,No,No,Month-to-month,Yes,Electronic check,91.3771667133789,3093.074931610217,1
0,Yes,No,54,Yes,Yes,No,No,One year,Yes,Electronic check,104.36669906700716,5640.300097201021,1
0,Yes,No,56,No,No,Yes,No,One year,Yes,Electronic check,101.51162431768117,5747.914505164275,1
0,No,No,24,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.76199244044065,1861.811327053065,1
0,Yes,Yes,51,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.98291079690715,5025.961853016556,1
1,No,No,8,No,No,No,No,Month-to-month,Yes,Electronic check,83.06843186911692,612.7282903477317,1
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,88.68678651842683,183.07342731893158,1
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,84.71836629138205,85.14460225361836,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.175424825968207,20.175424825968207,1
0,Yes,No,27,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.91256053846503,1432.567971627497,1
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,87.99242812963003,87.99242812963003,1
0,No,No,12,No,No,No,No,Month-to-month,Yes,Electronic check,71.40424725928492,919.9703645846505,1
0,Yes,Yes,42,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.54495626536068,4209.568990637993,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.17722484795519,20.17722484795519,1
0,No,No,44,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.91856209451299,3917.0068043787483,1
1,Yes,No,53,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.77757252479067,4869.079418802007,1
1,No,No,16,No,No,No,No,Month-to-month,Yes,Electronic check,71.2394307965456,1144.971641807535,1
0,No,No,18,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.83782958538558,384.0446849614057,1
0,Yes,Yes,39,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.2307215892615,3267.770182839904,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.09575777017931,20.09575777017931,1
0,Yes,No,2,No,No,No,No,Month-to-month,No,Electronic check,63.474987809802315,143.79362435992334,1
1,Yes,No,27,No,No,No,No,Month-to-month,Yes,Electronic check,63.07453103391043,1353.9551604526866,1
0,Yes,No,47,No,No,No,No,Month-to-month,Yes,Electronic check,85.44068801755881,4043.29347570589,1
0,No,No,9,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.5080358582595,658.4370780161017,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,45.56565184888267,45.56565184888267,1
0,Yes,Yes,1,No,No,No,No,Month-to-month,Yes,Electronic check,70.87698084312024,70.87698084312024,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,71.06738004468627,71.06738004468627,1
0,No,No,3,No,No,No,No,Month-to-month,Yes,Mailed check,39.36435008369011,136.8818808053834,1
0,No,No,3,No,No,No,No,Month-to-month,No,Credit card (automatic),78.30898826445463,226.57891483177,1
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,93.58018381184364,93.58018381184364,1
1,No,No,30,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.30583405431383,2930.4918492220095,1
